000001,Australia and Oceania       ,Office Supplies,Online ,H,20160306,517073523,0303126.25
002543,Europe                      ,Cereal         ,Offline,M,20121130,541785037,0450657.34
002544,Central America and the Cari,Vegetables     ,Online ,C,20170720,196340978,0032385.69
002545,Sub-Saharan Africa          ,Office Supplies,Online ,M,20140111,349195563,0452227.50
002546,Europe                      ,Household      ,Online ,H,20171017,251960122,1566811.38
002547,Central America and the Cari,Vegetables     ,Online ,M,20190119,126558482,0020327.86
002548,Asia                        ,Meat           ,Offline,L,20200317,715226972,0023452.00
002549,Asia                        ,Vegetables     ,Offline,H,20191031,130514419,0061362.36
002550,Sub-Saharan Africa          ,Household      ,Offline,H,20171227,605282151,0877374.63
002551,Sub-Saharan Africa          ,Household      ,Offline,C,20101126,842703998,0612206.63
002552,Middle East and North Africa,Beverages      ,Offline,M,20170909,966266286,0133438.86
002553,Middle East and North Africa,Vegetables     ,Offline,L,20101106,269767844,0577955.13
002554,Middle East and North Africa,Meat           ,Offline,M,20171107,367320001,0400743.19
002555,Europe                      ,Cosmetics      ,Offline,H,20190720,243346583,0089890.79
002556,Sub-Saharan Africa          ,Household      ,Offline,H,20190908,302583920,0026682.53
002557,Europe                      ,Household      ,Offline,L,20180228,120080840,0570774.13
002558,Asia                        ,Vegetables     ,Online ,H,20160519,691198670,0625050.13
002559,Australia and Oceania       ,Cereal         ,Online ,L,20111128,381611239,0540487.56
002560,Sub-Saharan Africa          ,Cereal         ,Online ,C,20140701,777304875,0056786.19
002561,Europe                      ,Meat           ,Offline,H,20190518,834578406,0523437.19
002562,Sub-Saharan Africa          ,Vegetables     ,Offline,H,20120728,930043160,0586730.25
002563,Sub-Saharan Africa          ,Household      ,Online ,H,20190121,610622966,0954604.81
002564,Sub-Saharan Africa          ,Fruits         ,Offline,L,20111027,843554151,0012710.34
002565,Europe                      ,Cereal         ,Online ,M,20130629,866385543,0140858.09
002566,Central America and the Cari,Snacks         ,Offline,C,20160214,436978471,0027294.30
002567,Europe                      ,Cosmetics      ,Offline,C,20180809,283506762,0835619.25
002568,Europe                      ,Personal Care  ,Offline,M,20100825,754456746,0234862.31
002569,Central America and the Cari,Clothes        ,Online ,M,20100315,468627250,0445927.69
002570,Asia                        ,Beverages      ,Offline,H,20150430,365129601,0138089.88
002571,Asia                        ,Household      ,Online ,L,20200329,553387629,1417323.00
002572,Sub-Saharan Africa          ,Cereal         ,Offline,H,20200903,763137662,0730690.31
002573,Sub-Saharan Africa          ,Meat           ,Offline,H,20190312,794428527,0452452.00
002574,Central America and the Cari,Beverages      ,Offline,H,20191118,967621552,0149944.50
002575,Middle East and North Africa,Meat           ,Offline,C,20120411,773390567,0132132.00
002576,Europe                      ,Cosmetics      ,Offline,H,20190705,222721898,1254298.13
002577,Asia                        ,Clothes        ,Offline,M,20180129,296914374,0177431.05
002578,Central America and the Cari,Cereal         ,Online ,L,20180202,697579324,0715718.63
002579,Europe                      ,Beverages      ,Offline,H,20150203,296640574,0021814.38
002580,Central America and the Cari,Beverages      ,Offline,H,20161102,286334455,0024789.78
002581,Asia                        ,Personal Care  ,Online ,M,20160720,129209792,0122894.24
002582,Europe                      ,Meat           ,Online ,L,20190823,708127915,0551465.19
002583,Sub-Saharan Africa          ,Cereal         ,Online ,C,20161227,276262652,0098600.67
002584,Australia and Oceania       ,Personal Care  ,Offline,M,20110901,307100331,0167075.02
002585,Asia                        ,Vegetables     ,Online ,M,20130809,544439780,0043180.92
002586,Central America and the Cari,Office Supplies,Offline,L,20121103,352392327,1208843.75
002587,Asia                        ,Cosmetics      ,Online ,L,20161219,965381801,1179360.25
002588,Sub-Saharan Africa          ,Vegetables     ,Offline,C,20130907,538144528,0491151.41
002589,Central America and the Cari,Cereal         ,Offline,H,20181207,895729339,0449239.88
002590,Europe                      ,Cosmetics      ,Online ,H,20180128,783497560,0555340.75
002591,Europe                      ,Office Supplies,Online ,H,20140109,817123019,0469018.75
002592,Europe                      ,Personal Care  ,Offline,M,20110311,332592046,0005813.92
002593,Sub-Saharan Africa          ,Cosmetics      ,Online ,L,20100221,536203467,0586985.13
002594,Europe                      ,Snacks         ,Online ,M,20121214,454568612,0320308.25
002595,Middle East and North Africa,Cosmetics      ,Online ,L,20171107,984611308,1255515.25
002596,Europe                      ,Vegetables     ,Online ,M,20131117,843567883,0589507.94
002597,Europe                      ,Snacks         ,Offline,H,20180425,618987166,0050342.82
002598,Central America and the Cari,Clothes        ,Offline,M,20171109,518730485,0200711.52
002599,Asia                        ,Office Supplies,Online ,C,20161002,820971667,0330143.75
002600,Sub-Saharan Africa          ,Snacks         ,Offline,M,20100121,524197041,0022497.12
002601,Sub-Saharan Africa          ,Cosmetics      ,Offline,L,20100514,497205436,0520219.03
002602,Sub-Saharan Africa          ,Cereal         ,Online ,H,20100526,329108178,0821938.00
002603,Europe                      ,Personal Care  ,Online ,H,20200601,579329097,0130537.54
002604,Central America and the Cari,Office Supplies,Offline,C,20200207,527604520,1105571.25
002605,Asia                        ,Office Supplies,Offline,C,20170517,423983275,0622160.00
002606,Europe                      ,Baby Food      ,Offline,C,20101219,138826692,0072661.88
002607,Europe                      ,Snacks         ,Offline,M,20170224,512808597,0017313.96
002608,Sub-Saharan Africa          ,Fruits         ,Online ,C,20101208,206915318,0023367.36
002609,Sub-Saharan Africa          ,Snacks         ,Offline,M,20161213,652445685,0112044.48
002610,Central America and the Cari,Clothes        ,Offline,M,20180721,201011025,0182424.95
002611,Europe                      ,Vegetables     ,Online ,L,20160823,874535167,0204856.84
002612,Australia and Oceania       ,Personal Care  ,Offline,C,20130820,715254437,0213937.22
002613,Europe                      ,Household      ,Offline,L,20181014,535717666,1593825.38
002614,Australia and Oceania       ,Personal Care  ,Offline,L,20101008,768786180,0244836.20
002615,Middle East and North Africa,Vegetables     ,Offline,C,20171123,117633807,0587866.56
002616,Europe                      ,Meat           ,Offline,L,20160704,505746877,0033976.80
002617,Europe                      ,Cosmetics      ,Online ,H,20110307,326924216,0520740.66
002618,Sub-Saharan Africa          ,Clothes        ,Offline,H,20180911,295277154,0582085.44
002619,Sub-Saharan Africa          ,Baby Food      ,Online ,H,20191125,295229518,0367143.81
002620,Europe                      ,Vegetables     ,Offline,L,20180718,731517636,0074430.27
002621,Australia and Oceania       ,Office Supplies,Online ,M,20140710,279190337,0944350.00
002622,Central America and the Cari,Vegetables     ,Offline,M,20191209,833608949,0143115.70
002623,Asia                        ,Household      ,Online ,L,20101218,760447299,0349524.56
002624,Sub-Saharan Africa          ,Vegetables     ,Online ,H,20180929,745691716,0353843.66
002625,Sub-Saharan Africa          ,Clothes        ,Online ,H,20170212,645641028,0615647.50
002626,Sub-Saharan Africa          ,Household      ,Offline,L,20130701,836906564,1343241.63
002627,Australia and Oceania       ,Office Supplies,Online ,H,20110621,866412150,1194830.00
002628,Europe                      ,Household      ,Online ,H,20160209,801394116,1521898.63
002629,Sub-Saharan Africa          ,Fruits         ,Offline,L,20171216,779401290,0002450.97
002630,Europe                      ,Baby Food      ,Online ,C,20191006,558294999,0072086.72
002631,Asia                        ,Personal Care  ,Online ,L,20200601,866249072,0030197.30
002632,Middle East and North Africa,Meat           ,Offline,C,20200428,251749837,0413327.19
002633,Asia                        ,Vegetables     ,Offline,L,20160117,933596122,0043812.22
002634,Europe                      ,Meat           ,Online ,M,20160502,250899255,0315744.00
002635,Sub-Saharan Africa          ,Vegetables     ,Online ,L,20150601,113083064,0167041.98
002636,Europe                      ,Cereal         ,Offline,C,20190913,249883878,0447113.72
002637,Europe                      ,Cereal         ,Online ,L,20100518,461350524,0241584.94
002638,Australia and Oceania       ,Vegetables     ,Offline,L,20121129,167844331,0487489.88
002639,Central America and the Cari,Beverages      ,Offline,L,20161105,660039126,0142506.00
002640,Asia                        ,Clothes        ,Online ,L,20130324,148921239,0584508.94
002641,Sub-Saharan Africa          ,Clothes        ,Offline,H,20100822,515789496,0178385.77
002642,Europe                      ,Clothes        ,Offline,M,20190308,562255227,0196158.23
002643,Sub-Saharan Africa          ,Meat           ,Online ,C,20130107,960242259,0336221.59
002644,Asia                        ,Meat           ,Offline,H,20100808,201986920,0072815.60
002645,Australia and Oceania       ,Personal Care  ,Offline,L,20151102,450038039,0128081.66
002646,Middle East and North Africa,Baby Food      ,Offline,H,20121003,787256944,0544388.94
002647,Sub-Saharan Africa          ,Vegetables     ,Online ,L,20130815,366817462,0523537.09
002648,North America               ,Clothes        ,Offline,H,20101026,662205922,0022252.32
002649,Sub-Saharan Africa          ,Clothes        ,Online ,M,20140409,517221152,0447102.72
002650,Sub-Saharan Africa          ,Fruits         ,Online ,C,20140107,195974481,0004962.19
002651,Asia                        ,Personal Care  ,Offline,M,20170827,932889735,0041549.48
002652,Asia                        ,Household      ,Offline,C,20121116,882703244,0059662.80
002653,Central America and the Cari,Meat           ,Offline,L,20150818,970463836,0038324.00
002654,North America               ,Snacks         ,Online ,C,20110411,841532838,0392707.09
002655,Australia and Oceania       ,Personal Care  ,Offline,L,20130601,211584079,0032227.16
002656,Sub-Saharan Africa          ,Office Supplies,Offline,M,20151009,216603887,0853197.50
002657,Sub-Saharan Africa          ,Baby Food      ,Offline,H,20181129,262891089,0399736.19
002658,Sub-Saharan Africa          ,Snacks         ,Online ,M,20140319,277057015,0340930.63
002659,Sub-Saharan Africa          ,Meat           ,Online ,M,20100808,256025493,0142313.59
002660,Europe                      ,Fruits         ,Offline,L,20180703,717032849,0011589.69
002661,Central America and the Cari,Personal Care  ,Online ,H,20120603,447627913,0047664.12
002662,Asia                        ,Personal Care  ,Offline,C,20110220,555672013,0114073.12
002663,Europe                      ,Meat           ,Offline,M,20181125,419338977,0033004.40
002664,Europe                      ,Office Supplies,Online ,L,20200125,837115132,1240406.25
002665,Sub-Saharan Africa          ,Vegetables     ,Online ,M,20160718,877799308,0579344.00
002666,Sub-Saharan Africa          ,Cosmetics      ,Offline,C,20110929,130502831,1311501.38
002667,Central America and the Cari,Snacks         ,Online ,L,20151204,954649531,0047751.24
002668,Sub-Saharan Africa          ,Cereal         ,Offline,M,20190618,829975736,0630672.19
002669,Europe                      ,Personal Care  ,Online ,M,20190802,906530272,0032778.48
002670,Europe                      ,Beverages      ,Offline,H,20150110,154674470,0007328.88
002671,Asia                        ,Clothes        ,Offline,L,20110513,315082156,0636504.50
002672,Asia                        ,Office Supplies,Offline,H,20150908,948739659,0252878.75
002673,Sub-Saharan Africa          ,Meat           ,Online ,L,20200716,786945807,0206320.41
002674,Australia and Oceania       ,Baby Food      ,Online ,L,20191224,881311929,0828134.56
002675,Europe                      ,Office Supplies,Offline,H,20141128,553761851,1173115.00
002676,Sub-Saharan Africa          ,Snacks         ,Offline,L,20180605,546531903,0539820.63
002677,Sub-Saharan Africa          ,Fruits         ,Offline,M,20180528,772170913,0003342.67
002678,Middle East and North Africa,Household      ,Offline,L,20141129,763540208,1221430.13
002679,Sub-Saharan Africa          ,Cosmetics      ,Online ,H,20141112,123813617,1400522.88
002680,Europe                      ,Vegetables     ,Online ,H,20151228,776477468,0365712.09
002681,Central America and the Cari,Cosmetics      ,Online ,L,20120306,215330588,1731919.13
002682,Europe                      ,Cosmetics      ,Offline,H,20200315,954484307,0342871.63
002683,Europe                      ,Cereal         ,Offline,L,20100324,178362452,0023742.12
